Uniprot	Family	Domain	Repeat	Motif	Coiled-coil	Disordered
P53144	1	0	0	0	0	0	1
P43545	0	1	0	0	0	0	1
P43595	1	0	0	0	0	0	1
P04147	1	4	0	0	0	0	5
P34761	0	1	0	0	0	0	1
P53893	0	4	0	0	0	0	4
P06784	0	1	0	0	0	0	1
Q06263	1	0	0	0	0	0	1
P39545	1	0	0	0	0	0	1
P04050	0	7	12	0	0	0	19
P47085	1	0	0	0	0	0	1
P47045	1	0	0	0	0	0	1
P53632	2	0	0	0	0	0	2
P39979	1	0	0	0	0	0	1
P32860	1	1	0	0	0	0	2
P32609	0	2	0	0	0	0	2
P21339	0	1	0	0	0	0	1
P32945	1	1	0	0	0	0	2
Q07804	1	0	0	0	0	0	1
Q03306	0	1	0	0	0	0	1
P0CH64	1	0	0	0	0	0	1
Q06810	1	0	0	0	0	0	1
P27999	0	2	0	0	0	0	2
P39006	1	0	0	0	0	0	1
P07991	0	1	0	0	0	0	1
P38819	0	1	0	0	0	0	1
P40011	1	0	0	0	0	0	1
P0CX68	1	0	0	0	0	0	1
P38754	1	0	0	0	0	0	1
P14906	0	1	0	0	0	0	1
P16521	0	2	0	0	0	0	2
P23301	0	1	0	0	0	0	1
P53883	0	1	0	0	0	0	1
O13539	1	0	0	0	0	0	1
P01149	5	0	0	0	0	0	5
P29465	1	0	0	0	0	0	1
P38232	0	1	0	0	0	0	1
Q99231	2	1	0	0	0	0	3
Q08237	1	0	0	0	0	0	1
Q04623	0	1	0	0	0	0	1
P22203	1	0	0	0	0	0	1
P0CX22	1	2	0	0	0	0	3
Q12326	0	3	0	0	0	0	3
P25653	0	0	5	0	0	0	5
P16639	2	0	0	0	0	0	2
P36113	0	3	0	0	0	0	3
P29056	1	3	0	0	0	0	4
P22434	1	0	0	0	0	0	1
P53598	0	2	0	0	0	0	2
P35997	1	0	0	0	0	0	1
P35195	0	1	0	0	0	0	1
P19158	2	0	0	0	0	0	2
Q12154	0	1	0	0	0	0	1
P38187	1	0	0	0	0	0	1
Q99337	2	1	0	0	0	0	3
P33894	1	1	0	0	0	0	2
P23595	0	1	0	0	0	0	1
Q03254	2	0	0	0	0	0	2
P17695	0	1	0	0	0	0	1
P38804	1	0	0	0	0	0	1
P43609	1	3	0	0	0	0	4
P36017	0	1	0	0	0	0	1
P38695	1	0	0	0	0	0	1
Q03153	2	0	0	0	0	0	2
P53040	0	2	0	0	0	0	2
P25087	1	1	0	0	0	0	2
P40545	1	0	0	0	0	0	1
P19516	1	0	0	0	0	0	1
P43639	0	1	0	0	0	0	1
P38848	1	0	0	0	0	0	1
P33202	0	1	0	0	0	0	1
P32318	1	0	0	0	0	0	1
P0CX33	1	0	0	0	0	0	1
Q3E823	1	0	0	0	0	0	1
P24000	1	0	0	0	0	0	1
Q12404	0	1	0	0	0	0	1
O13516	0	1	0	0	0	0	1
P33313	0	0	1	0	0	0	1
P38068	0	1	0	0	0	0	1
Q12531	0	2	0	0	0	0	2
P00729	1	1	0	0	0	0	2
P49090	0	3	0	0	0	0	3
Q7LHD1	0	0	1	0	0	0	1
P31381	1	0	0	0	0	0	1
Q03674	1	0	0	0	0	0	1
P40013	1	0	0	0	0	0	1
P30656	0	1	0	0	0	0	1
P47095	0	1	0	0	0	0	1
P40856	1	0	0	0	0	0	1
Q08913	1	0	0	0	0	0	1
P34247	1	0	0	0	0	0	1
P32913	0	1	0	0	0	0	1
Q08971	1	0	0	0	0	0	1
P53168	1	0	0	0	0	0	1
Q06707	1	0	0	0	0	0	1
P10566	3	0	0	0	0	0	3
O13547	0	1	0	0	0	0	1
P38633	1	0	0	0	0	0	1
P36076	1	0	0	0	0	0	1
P38888	0	1	0	0	0	0	1
P35181	0	1	0	0	0	0	1
Q08962	1	0	0	0	0	0	1
P25555	0	3	0	0	0	0	3
P10127	1	0	0	0	0	0	1
P32844	1	0	0	0	0	0	1
Q06696	2	1	0	0	0	0	3
P53261	2	0	0	0	0	0	2
P36023	0	1	0	0	0	0	1
P40314	1	0	0	0	0	0	1
P17505	1	1	0	0	0	0	2
P36046	0	1	0	0	0	0	1
P32490	0	1	0	0	0	0	1
P47118	1	0	0	0	0	0	1
Q12260	1	0	0	0	0	0	1
Q03051	1	0	0	0	0	0	1
Q08108	1	0	0	0	0	0	1
P32907	1	0	0	0	0	0	1
Q03289	1	0	0	0	0	0	1
Q03497	0	2	0	0	0	0	2
Q12490	2	1	0	0	0	0	3
P20081	0	1	0	0	0	0	1
P38741	0	2	0	0	0	0	2
Q02754	1	0	0	0	0	0	1
Q01476	1	3	0	0	0	0	4
P51979	2	1	0	0	0	0	3
P32505	1	4	0	0	0	0	5
P15732	0	1	0	0	0	0	1
P53940	0	3	0	0	0	0	3
P53915	0	1	0	0	0	0	1
P39702	0	1	0	0	0	0	1
Q01939	0	1	0	0	0	0	1
P04076	0	2	0	0	0	0	2
Q03012	0	1	0	0	0	0	1
P38352	0	0	1	0	0	0	1
Q01159	0	2	0	0	0	0	2
P25339	0	0	8	0	0	0	8
P43556	1	2	0	0	0	0	3
Q12458	0	1	0	0	0	0	1
Q03210	0	1	0	0	0	0	1
P38347	1	0	0	0	0	0	1
Q3E784	0	0	0	0	1	0	1
P42941	0	1	0	0	0	0	1
Q03973	0	1	0	0	0	0	1
Q06490	2	0	0	0	0	0	2
P32579	1	1	0	0	0	0	2
P32570	1	0	0	0	0	0	1
P53971	5	1	0	0	0	0	6
P50086	0	0	2	0	0	0	2
P36160	0	1	0	0	0	0	1
P0CX09	0	2	0	0	0	0	2
P12868	1	0	0	0	0	0	1
P52488	0	2	0	0	0	0	2
P17119	0	1	0	0	0	0	1
Q12214	0	1	0	0	0	0	1
P36014	1	0	0	0	0	0	1
Q07800	1	0	0	0	0	0	1
P38145	0	2	0	0	0	0	2
P22140	1	0	0	0	0	0	1
P81449	1	0	0	0	0	0	1
P40096	0	1	0	0	0	0	1
P36124	0	1	0	0	0	0	1
P36060	0	2	0	0	0	0	2
P14736	0	3	0	0	0	0	3
P36003	0	1	0	0	0	0	1
P32367	1	0	0	0	0	0	1
P0C2J6	1	0	0	0	0	0	1
P38764	0	0	2	0	0	0	2
P36517	1	0	0	0	0	0	1
P05374	2	0	0	0	0	0	2
Q04066	0	1	0	0	0	0	1
P38783	0	1	0	0	0	0	1
Q03048	0	1	0	0	0	0	1
Q02775	0	1	0	0	0	0	1
Q12743	1	0	0	0	0	0	1
Q12215	1	1	0	0	0	0	2
Q02794	1	0	0	0	0	0	1
P02557	0	2	0	0	0	0	2
Q06543	0	1	0	0	0	0	1
P50277	0	1	0	0	0	0	1
Q12317	1	0	0	0	0	0	1
P39967	1	0	0	0	0	0	1
P0CY08	0	1	0	0	0	0	1
Q03772	1	0	0	0	0	0	1
P43633	1	0	0	0	0	0	1
P25610	1	0	0	0	0	0	1
P40527	4	0	0	0	0	0	4
P52593	1	0	0	0	0	0	1
P13382	3	1	0	0	0	0	4
Q03104	0	0	4	0	0	0	4
P53072	0	1	0	0	0	0	1
P32329	1	0	0	0	0	0	1
P32791	1	2	0	0	0	0	3
P37254	2	1	0	0	0	0	3
Q05636	0	2	0	0	0	0	2
P26370	1	1	0	0	0	0	2
P38723	2	0	0	0	0	0	2
P14742	0	3	0	0	0	0	3
P38264	1	0	0	0	0	0	1
P38199	0	3	0	0	0	0	3
P40496	1	0	0	0	0	0	1
Q03455	1	0	0	0	0	0	1
P25384	2	2	0	0	0	0	4
Q07418	1	0	0	0	0	0	1
Q12487	1	0	0	0	0	0	1
P12709	0	1	0	0	0	0	1
P11972	0	2	0	0	0	0	2
Q08991	1	0	0	0	0	0	1
Q3E7A7	1	0	0	0	0	0	1
P0CX45	0	2	0	0	0	0	2
P46992	1	1	0	0	0	0	2
P40541	1	0	0	0	0	0	1
P43621	0	1	0	0	0	0	1
Q03434	2	1	0	0	0	0	3
P49956	0	1	0	0	0	0	1
P05755	0	1	0	0	0	0	1
P33329	1	1	0	0	0	0	2
P38085	1	0	0	0	0	0	1
Q6Q5X2	1	0	0	0	0	0	1
P38700	1	0	0	0	0	0	1
Q04110	1	0	0	0	0	0	1
P38077	0	1	0	0	0	0	1
P07236	0	2	0	0	0	0	2
P38167	0	1	0	0	0	0	1
Q02950	1	0	0	0	0	0	1
P47054	1	0	0	0	0	0	1
P00127	1	0	0	0	0	0	1
P28795	2	0	0	0	0	0	2
Q99247	1	0	0	0	0	0	1
P40516	0	1	0	0	0	0	1
P19145	1	0	0	0	0	0	1
P25656	1	0	0	0	0	0	1
Q12488	1	0	0	0	0	0	1
P47187	2	0	0	0	0	0	2
P38355	1	0	0	0	0	0	1
P49089	0	3	0	0	0	0	3
Q12378	1	0	0	0	0	0	1
P36048	1	4	0	0	0	0	5
Q03818	0	0	0	0	1	0	1
P18852	0	1	0	0	0	0	1
P25366	0	2	0	0	0	0	2
P38788	1	0	0	0	0	0	1
P06115	1	1	0	0	0	0	2
Q08964	2	1	0	0	0	0	3
Q03193	0	0	1	0	0	0	1
P35723	1	0	0	0	0	0	1
Q08491	0	1	0	0	0	0	1
P23724	0	1	0	0	0	0	1
Q05015	0	1	0	0	0	0	1
P30619	1	0	0	0	0	0	1
P53063	1	0	0	0	0	0	1
P53008	0	2	0	0	0	0	2
P48566	2	0	0	0	0	0	2
Q12060	1	0	0	0	0	0	1
P39988	1	0	0	0	0	0	1
P32559	3	0	0	0	0	0	3
Q06836	0	1	0	0	0	0	1
P21264	1	1	0	0	0	0	2
P21192	0	2	0	0	0	0	2
P23503	0	1	0	0	0	0	1
Q08960	1	2	0	0	0	0	3
P41056	0	1	0	0	0	0	1
Q12500	1	0	0	0	0	0	1
P14737	2	0	0	0	0	0	2
P32939	0	1	0	0	0	0	1
P27929	0	1	0	0	0	0	1
P39104	3	0	0	0	0	0	3
P10363	1	0	0	0	0	0	1
P36147	1	0	0	0	0	0	1
P53341	0	1	0	0	0	0	1
P10863	1	0	1	0	0	0	2
P27476	0	2	0	0	0	0	2
P32768	0	1	18	0	0	0	19
Q12468	1	0	0	0	0	0	1
Q03935	1	0	0	0	0	0	1
P53169	1	0	0	0	0	0	1
Q3E7Y4	1	0	0	0	0	0	1
P00359	0	2	0	0	0	0	2
Q12270	1	0	0	0	0	0	1
P41903	0	1	0	0	0	0	1
P41912	0	1	0	0	0	0	1
Q07788	2	0	0	0	0	0	2
Q12368	0	1	0	0	0	0	1
Q03148	0	1	0	0	0	0	1
P47136	0	1	0	0	0	0	1
P19659	1	1	0	0	0	0	2
Q08745	0	1	0	0	0	0	1
P32569	1	0	0	0	0	0	1
P38912	0	1	0	0	0	0	1
P16523	0	1	0	0	0	0	1
P39926	1	1	0	0	0	0	2
P40509	1	0	0	0	0	0	1
P22516	1	1	0	0	0	0	2
P0CI66	0	1	1	0	0	0	2
Q00578	1	2	0	0	0	0	3
P50874	1	1	0	0	0	0	2
P38202	1	0	0	0	0	0	1
P38880	1	0	0	0	0	0	1
P24871	0	2	0	0	0	0	2
P34756	3	1	0	0	0	0	4
P26309	0	0	2	0	0	0	2
P0C2J7	1	1	0	0	0	0	2
P53917	3	0	0	0	0	0	3
P15891	0	2	0	0	0	0	2
P0CX26	1	0	0	0	0	0	1
P32375	0	1	0	0	0	0	1
P36159	0	1	0	0	0	0	1
P47159	2	0	0	0	0	0	2
Q07915	1	0	0	0	0	0	1
Q06156	2	1	0	0	0	0	3
P38845	1	0	0	0	0	0	1
P53256	0	2	0	0	0	0	2
P40039	1	0	0	0	0	0	1
P36125	1	0	0	0	0	0	1
P32614	1	0	0	0	0	0	1
P05373	0	1	0	0	0	0	1
Q07791	2	2	0	0	0	0	4
P53324	1	0	0	0	0	0	1
P46969	0	1	0	0	0	0	1
P48567	1	0	0	0	0	0	1
P38962	1	0	0	0	0	0	1
Q04952	2	0	0	0	0	0	2
P40494	0	1	0	0	0	0	1
Q05027	0	1	0	0	0	0	1
P41948	1	0	0	0	0	0	1
P07273	0	3	0	0	0	0	3
P14743	0	2	0	0	0	0	2
P0CF34	1	1	0	0	0	0	2
P38430	0	1	0	0	0	0	1
P28263	0	1	0	0	0	0	1
P32357	1	0	0	0	0	0	1
P32578	2	0	0	0	0	0	2
Q08485	1	0	0	0	0	0	1
Q08685	2	1	0	0	0	0	3
Q9P305	1	0	0	0	0	0	1
P38690	2	0	0	0	0	0	2
Q05958	1	1	0	0	0	0	2
P53267	1	0	0	0	0	0	1
P47098	2	1	0	0	0	0	3
P0CX50	1	0	0	0	0	0	1
P43616	1	1	0	0	0	0	2
P15807	0	3	0	0	0	0	3
Q04629	1	0	0	0	0	0	1
Q07904	1	0	0	0	0	0	1
P40341	2	1	0	0	0	0	3
P53088	2	0	0	0	0	0	2
P41277	0	1	0	0	0	0	1
P53236	0	3	0	0	0	0	3
P53239	1	0	0	0	0	0	1
P25582	2	1	0	0	0	0	3
P53941	0	1	0	0	0	0	1
P30902	1	0	0	0	0	0	1
P47002	1	0	0	0	0	0	1
Q12234	0	1	0	0	0	0	1
Q05043	1	0	0	0	0	0	1
Q06512	1	0	0	0	0	0	1
P38278	1	0	0	0	0	0	1
P32641	1	0	0	0	0	0	1
P32603	0	1	0	0	0	0	1
P53047	1	0	0	0	0	0	1
Q03760	0	1	0	0	0	0	1
P53275	1	0	0	0	0	0	1
P53960	1	1	0	0	0	0	2
P53125	2	1	0	0	0	0	3
P0CF21	1	0	0	0	0	0	1
P36030	1	0	0	0	0	0	1
P53739	0	1	0	0	0	0	1
P32604	0	2	0	0	0	0	2
P34251	0	1	0	0	0	0	1
P54860	1	1	0	0	0	0	2
P41696	0	4	0	0	0	0	4
P38744	0	1	0	0	0	0	1
P25554	0	1	0	0	0	0	1
P32377	1	0	0	0	0	0	1
P11075	2	2	0	0	0	0	4
Q99393	1	0	0	0	0	0	1
P38713	1	1	0	0	0	0	2
P53729	0	2	0	0	0	0	2
Q99210	0	1	0	0	0	0	1
P53090	0	1	0	0	0	0	1
P13393	0	2	0	0	0	0	2
P16892	0	1	0	0	0	0	1
P40087	0	2	0	0	0	0	2
Q04585	0	2	0	0	0	0	2
P32830	0	1	0	0	0	0	1
P38996	0	1	0	0	0	0	1
Q02205	1	0	0	0	0	0	1
Q07799	0	1	0	0	0	0	1
Q99332	1	0	0	0	0	0	1
P16451	1	1	0	0	0	0	2
P25605	1	1	0	0	0	0	2
P53951	1	0	0	0	0	0	1
P11632	0	1	0	0	0	0	1
P32783	1	0	0	0	0	0	1
P32623	0	1	0	0	0	0	1
P32497	2	1	0	0	0	0	3
P38193	1	0	0	0	0	0	1
P52891	1	0	0	0	0	0	1
P34221	1	0	0	0	0	0	1
P38624	0	1	0	0	0	0	1
P46996	1	0	0	0	0	0	1
P33296	0	1	0	0	0	0	1
P38757	1	0	0	0	0	0	1
Q02884	0	1	0	0	0	0	1
Q12464	1	0	0	0	0	0	1
Q06405	1	0	0	0	0	0	1
Q07845	0	1	0	0	0	0	1
P54857	1	0	0	0	0	0	1
Q00955	2	4	0	0	0	0	6
Q06673	2	0	0	0	0	0	2
P51402	1	0	0	0	0	0	1
Q05359	0	1	0	0	0	0	1
P47104	1	0	0	0	0	0	1
Q12466	0	4	0	0	0	0	4
P14120	0	1	0	0	0	0	1
P28004	1	0	0	0	0	0	1
P53148	0	0	0	0	1	0	1
Q08032	1	0	0	0	0	0	1
P38960	0	2	0	0	0	0	2
P35497	1	1	0	0	0	0	2
P07257	1	0	0	0	0	0	1
P89114	1	0	0	0	0	0	1
P20449	1	1	0	0	0	0	2
P39542	2	0	0	0	0	0	2
P38904	2	0	0	0	0	0	2
Q04052	0	1	0	0	0	0	1
Q08269	2	0	0	0	0	0	2
P40467	0	2	0	0	0	0	2
Q06106	0	5	0	0	0	0	5
P38698	2	0	0	0	0	0	2
P0CT86	1	0	0	0	0	0	1
Q08906	1	0	0	0	0	0	1
P42934	2	1	0	0	0	0	3
Q06245	1	0	0	0	0	0	1
Q12006	1	0	0	0	0	0	1
Q03102	2	0	0	0	0	0	2
P32805	0	2	0	0	0	0	2
Q12280	2	1	0	1	0	0	4
P39010	1	0	2	0	0	0	3
P43623	0	1	0	0	0	0	1
P53427	1	0	0	0	0	0	1
Q12216	1	2	0	0	0	0	3
Q04213	0	1	0	0	0	0	1
P38821	1	0	0	0	0	0	1
P43541	1	0	0	0	0	0	1
P53053	2	0	0	0	0	0	2
P40483	1	0	0	0	0	0	1
Q04487	1	0	0	0	0	0	1
P35691	0	1	0	0	0	0	1
P53901	0	1	0	0	0	0	1
P47014	0	1	0	0	0	0	1
P53966	2	0	0	0	0	0	2
P40345	1	0	0	0	0	0	1
P36170	0	1	2	0	0	0	3
P40518	0	1	0	0	0	0	1
Q03020	1	0	0	0	0	0	1
P25491	0	3	0	0	0	0	3
P41835	0	2	0	0	0	0	2
Q04409	0	2	0	0	0	0	2
Q12242	0	1	0	0	0	0	1
P38358	1	0	0	0	0	0	1
P53086	0	1	0	0	0	0	1
P36516	0	1	0	0	0	0	1
Q04632	1	0	0	0	0	0	1
P32496	1	0	0	0	0	0	1
Q12030	1	0	0	0	0	0	1
Q03630	1	0	0	0	0	0	1
Q08096	0	2	0	0	0	0	2
P38164	1	0	0	0	0	0	1
P09959	0	0	2	0	0	0	2
Q05543	1	0	0	0	0	0	1
P07244	0	5	0	0	0	0	5
P25037	1	0	0	0	0	0	1
P38069	1	0	0	0	0	0	1
P48439	1	0	0	0	0	0	1
Q06440	0	1	4	0	0	0	5
Q9ZZX0	0	1	0	0	0	0	1
Q08951	1	0	0	0	0	0	1
Q03868	0	2	0	0	0	0	2
P41546	1	0	0	0	0	0	1
P21965	0	1	0	0	0	0	1
P43577	1	0	0	0	0	0	1
P00950	0	1	0	0	0	0	1
P35718	0	2	0	0	0	0	2
P0CF22	1	0	0	0	0	0	1
P40308	2	0	0	0	0	0	2
P40495	0	1	0	0	0	0	1
P40358	0	1	0	0	0	0	1
Q06143	3	0	0	0	0	0	3
Q12222	0	1	0	0	0	0	1
P43619	0	2	0	0	0	0	2
Q08732	0	1	0	0	0	0	1
Q03441	1	0	0	0	0	0	1
P20052	1	0	0	0	0	0	1
Q02804	0	1	0	0	0	0	1
P36150	0	1	0	0	0	0	1
P53905	0	1	0	0	0	0	1
Q01846	2	1	0	0	0	0	3
Q02799	2	0	0	0	0	0	2
P25808	1	2	0	0	0	0	3
P53252	1	0	0	0	0	0	1
P54007	1	0	0	0	0	0	1
P32897	1	0	0	0	0	0	1
Q03195	1	3	0	0	0	0	4
P40186	1	0	0	0	0	0	1
P53131	1	3	0	0	0	0	4
Q06346	1	0	0	0	0	0	1
P36033	1	2	0	0	0	0	3
Q12463	0	1	0	0	0	0	1
P36130	1	0	4	0	0	0	5
P25502	0	2	0	0	0	0	2
P00546	0	1	0	0	0	0	1
P25375	1	0	0	0	0	0	1
P14164	2	0	0	0	0	0	2
P23796	0	2	0	0	0	0	2
Q07963	1	0	0	0	0	0	1
P13587	4	2	0	0	0	0	6
Q04806	0	2	0	0	0	0	2
P38736	0	1	0	0	0	0	1
P53751	0	4	0	0	0	0	4
P49573	1	0	0	0	0	0	1
P40552	1	0	0	0	0	0	1
P32582	1	2	0	0	0	0	3
P39960	1	3	0	0	0	0	4
Q08975	2	0	0	0	0	0	2
P53848	0	4	0	0	0	0	4
P53685	2	0	0	0	0	0	2
P29055	0	3	0	0	0	0	3
P54114	1	0	0	0	0	0	1
P53104	1	1	0	0	0	0	2
P53855	2	0	0	0	0	0	2
Q03954	1	0	0	0	0	0	1
Q04636	0	3	0	0	0	0	3
P0CX59	1	0	0	0	0	0	1
P53199	1	0	0	0	0	0	1
P53332	0	1	0	0	0	0	1
P0CY11	0	1	0	0	0	0	1
Q01448	0	1	0	0	0	0	1
P69850	1	0	0	0	0	0	1
P23542	0	1	0	0	0	0	1
P40568	1	0	0	0	0	0	1
P40884	0	1	0	0	0	0	1
P36120	1	2	0	0	0	0	3
P32500	1	0	0	0	0	0	1
P40335	1	0	0	0	0	0	1
Q12267	0	2	0	0	0	0	2
P53188	1	0	0	0	0	0	1
Q03201	1	0	0	0	0	0	1
P47115	1	0	0	0	0	0	1
P38705	0	1	0	0	0	0	1
P40309	1	0	0	0	0	0	1
P18962	1	1	0	0	0	0	2
P32642	0	2	0	0	0	0	2
Q08905	1	2	0	0	0	0	3
Q06688	0	1	0	0	0	0	1
P38823	1	1	0	0	0	0	2
Q07988	1	0	0	0	0	0	1
P53753	1	0	0	0	0	0	1
P53822	2	0	0	0	0	0	2
P46962	0	1	0	0	0	0	1
P17555	2	0	0	0	0	0	2
P36126	2	0	0	0	0	0	2
P32494	1	0	0	0	0	0	1
Q99316	0	1	0	0	0	0	1
Q08179	1	0	0	0	0	0	1
P40038	2	0	0	0	0	0	2
P53741	0	1	0	0	0	0	1
P53312	0	2	0	0	0	0	2
Q05776	1	0	0	0	0	0	1
Q12031	0	1	0	0	0	0	1
P32831	0	2	0	0	0	0	2
Q3E796	0	1	0	0	0	0	1
P34909	0	1	0	0	0	0	1
P05745	1	0	0	0	0	0	1
P39958	1	0	0	0	0	0	1
P40187	0	1	0	0	0	0	1
P50108	1	0	0	0	0	0	1
P38853	0	1	2	0	0	0	3
P53879	0	1	0	0	0	0	1
P13099	2	0	0	0	0	0	2
Q03337	1	0	0	0	0	0	1
Q06675	1	0	0	0	0	0	1
P05030	1	2	0	0	0	0	3
P54003	1	0	0	0	0	0	1
Q05567	0	1	0	0	0	0	1
P04046	0	2	0	0	0	0	2
Q07729	0	1	0	0	0	0	1
Q03264	0	1	0	0	0	0	1
P36037	0	2	4	0	0	0	6
P43122	1	0	0	0	0	0	1
P25651	1	0	0	0	0	0	1
Q08548	1	0	0	0	0	0	1
Q12432	2	0	0	0	0	0	2
P29539	1	0	0	0	0	0	1
Q12204	2	0	0	0	0	0	2
P53549	0	1	0	0	0	0	1
Q04195	1	2	0	0	0	0	3
P05319	1	0	0	0	0	0	1
O74700	0	1	0	0	0	0	1
P11076	0	1	0	0	0	0	1
P36519	0	2	0	0	0	0	2
P38155	1	0	0	0	0	0	1
P32264	2	0	0	0	0	0	2
P34234	1	0	0	0	0	0	1
P10356	0	1	0	0	0	0	1
Q12199	1	0	0	0	0	0	1
P25333	0	1	0	0	0	0	1
P30624	1	0	0	0	0	0	1
P10614	0	1	0	0	0	0	1
P40468	5	0	0	0	0	0	5
P06785	0	1	0	0	0	0	1
P17709	0	2	0	0	0	0	2
Q03508	1	0	0	0	0	0	1
P25574	1	0	0	0	0	0	1
Q03825	0	1	0	0	0	0	1
P18961	1	1	0	0	0	0	2
P41832	1	2	0	0	0	0	3
Q08004	1	0	0	0	0	0	1
P32622	1	0	0	0	0	0	1
P07263	0	2	0	0	0	0	2
Q08490	1	0	0	0	1	0	2
P53164	0	2	0	0	0	0	2
Q06631	1	1	0	0	0	0	2
P08465	0	1	0	0	0	0	1
P43565	0	3	0	0	0	0	3
P39014	0	1	5	0	0	0	6
P0CX61	1	0	0	0	0	0	1
P40514	0	1	0	0	0	0	1
P31334	1	0	0	0	0	0	1
P36110	0	1	0	0	0	0	1
Q12104	0	1	0	0	0	0	1
P38689	0	2	0	0	0	0	2
P40505	1	0	0	0	0	0	1
P32857	1	0	0	0	0	0	1
P38361	1	0	0	0	0	0	1
P41808	0	1	0	0	0	0	1
P03875	2	0	0	0	0	0	2
P40499	1	0	0	0	0	0	1
Q12483	1	0	0	0	0	0	1
P22354	0	1	0	0	0	0	1
Q05892	1	0	0	0	0	0	1
P38221	1	0	0	0	0	0	1
Q06344	0	1	0	0	0	0	1
P32523	0	1	0	0	0	0	1
Q3E846	0	1	0	0	0	0	1
Q03942	1	0	0	0	0	0	1
P32495	0	1	0	0	0	0	1
P38703	1	1	0	0	0	0	2
P0CX42	0	1	0	0	0	0	1
P32499	1	1	0	0	0	0	2
P22470	0	1	0	0	0	0	1
P39928	0	3	0	0	0	0	3
P33413	1	0	0	0	0	0	1
P05759	0	2	0	0	0	0	2
P53843	1	0	0	0	0	0	1
Q04006	1	0	0	0	0	0	1
P51862	1	3	0	0	0	0	4
Q06819	0	1	0	0	0	0	1
P0C0X0	1	0	0	0	0	0	1
P48569	1	0	0	0	0	0	1
P43568	0	1	0	0	0	0	1
P47771	1	0	0	0	0	0	1
P33335	1	0	0	0	0	0	1
P27614	1	1	0	0	0	0	2
Q04399	0	3	0	0	0	0	3
P25655	1	5	0	0	0	0	6
P50080	2	0	0	0	0	0	2
P54781	0	1	0	0	0	0	1
P42946	2	0	0	0	0	0	2
Q02785	3	3	0	0	0	0	6
P53155	1	0	0	0	0	0	1
P36015	1	1	0	0	0	0	2
O13577	1	0	0	0	0	0	1
Q03177	0	0	3	0	0	0	3
Q06632	1	0	0	0	0	0	1
Q3E785	1	0	0	0	0	0	1
Q08959	1	0	0	0	0	0	1
P50623	0	1	0	0	0	0	1
P08964	0	1	0	0	0	0	1
P53044	1	0	0	0	0	0	1
P07259	0	8	0	0	0	0	8
P53259	1	0	0	0	0	0	1
P40493	0	1	0	0	0	0	1
P53159	1	0	0	0	0	0	1
P23748	0	1	0	0	0	0	1
P25371	1	1	0	0	0	0	2
P38225	1	0	0	0	0	0	1
P32806	1	0	0	0	0	0	1
P37291	0	1	0	0	0	0	1
Q12207	0	1	0	0	0	0	1
P53331	1	0	0	0	0	0	1
P36044	0	1	0	0	0	0	1
P39101	0	2	0	0	0	0	2
P0C2I7	2	1	0	0	0	0	3
P32479	1	0	5	1	0	0	7
P36026	1	0	0	0	0	0	1
O13535	2	1	0	0	0	0	3
P40075	0	1	0	0	0	0	1
Q08967	1	1	0	0	0	0	2
P0CX78	0	1	0	0	0	0	1
P21560	1	0	0	0	0	0	1
P38801	1	0	0	0	0	0	1
P10080	0	1	0	0	0	0	1
P38873	0	1	1	0	0	0	2
P48606	0	1	0	0	0	0	1
Q06407	0	2	0	0	0	0	2
P53730	1	0	0	0	0	0	1
Q12217	1	0	0	0	0	0	1
P53315	0	1	0	0	0	0	1
Q07747	0	1	0	0	0	0	1
P22219	0	1	0	0	0	0	1
Q04305	1	0	3	0	0	0	4
P24583	3	4	0	0	0	0	7
Q03790	0	1	0	0	0	0	1
P53129	1	0	0	0	0	0	1
Q08686	0	2	0	0	0	0	2
P38911	0	1	0	0	0	0	1
Q03554	1	0	0	0	0	0	1
P40053	1	0	0	0	0	0	1
P38169	1	0	0	0	0	0	1
P87284	1	0	0	0	0	0	1
P14693	1	0	0	0	0	0	1
P54999	0	1	0	0	0	0	1
Q03002	0	1	0	0	0	0	1
P38749	1	0	0	0	0	0	1
P38814	1	0	0	0	0	0	1
P35996	0	1	0	0	0	0	1
Q04969	1	0	0	0	0	0	1
P53622	2	0	5	0	0	0	7
Q12298	0	2	0	0	0	0	2
P13586	2	2	0	0	0	0	4
P40970	0	1	0	0	0	0	1
P36527	1	0	0	0	0	0	1
P0C0W9	0	2	0	0	0	0	2
Q02784	0	1	0	0	0	0	1
Q99315	2	1	0	0	0	0	3
P28496	1	1	0	0	0	0	2
P42838	1	0	0	0	0	0	1
P53128	0	1	0	0	0	0	1
P41544	1	0	0	0	0	0	1
P07249	0	1	0	0	0	0	1
P53206	1	0	0	0	0	0	1
P38760	0	3	0	0	0	0	3
Q02521	0	1	0	0	0	0	1
P39704	0	1	0	0	0	0	1
P40825	2	1	0	0	0	0	3
P53230	2	0	0	0	0	0	2
Q00246	0	1	0	0	0	0	1
P53927	0	1	0	0	0	0	1
P32491	0	1	0	0	0	0	1
P53550	0	2	0	0	0	0	2
P32319	0	2	1	0	0	0	3
Q04432	0	1	0	0	0	0	1
P53224	1	0	0	0	0	0	1
P53755	1	0	0	0	0	0	1
P53852	1	0	0	0	0	0	1
P36005	0	1	0	0	0	0	1
Q06163	0	1	0	0	0	0	1
P36106	0	3	0	0	0	0	3
P16387	1	0	0	0	0	0	1
P04456	2	0	0	0	0	0	2
